9035,137378,108748,17014,3320,t,2023-05-20 00:48:35,2023-05-21 14:58:13,401208,325601,DY1101,8296
9036,307157,209161,79537,2697,f,2023-08-21 17:17:19,2023-08-25 06:36:36,516002,844125,FN2101,15762
9037,282765,212301,41328,16431,t,2023-06-02 11:34:03,2023-06-05 18:06:48,271830,515761,DY1302,12705
9038,251280,158456,67191,12429,t,2023-09-23 04:22:25,2023-09-26 02:10:25,629173,796015,FN2302,13204
9039,291410,121486,86209,17320,f,2023-09-11 22:41:01,2023-09-15 07:37:51,508245,306126,DY1103,66395
9040,311990,254105,38756,10084,f,2023-08-06 08:11:25,2023-08-09 22:51:15,416503,284406,DY1101,9045
9041,238665,145211,49894,8202,t,2023-01-07 12:04:23,2023-01-10 06:22:08,605766,273406,DY1205,35358
9042,395412,257233,43515,9718,t,2023-06-21 21:43:38,2023-06-26 11:33:50,847202,491559,FN2302,84946
9043,162598,133967,14136,10044,t,2023-11-08 03:30:03,2023-11-10 00:40:01,521324,581314,DY1102,4451
9044,249183,144757,24097,16250,t,2023-04-24 01:10:01,2023-04-26 22:23:04,757032,678508,DY1205,64079
9045,379796,257071,22931,14389,f,2023-02-07 20:41:46,2023-02-12 06:11:42,194103,221310,DY1201,85405
9046,251849,211601,26090,5015,t,2023-06-24 09:24:09,2023-06-27 07:21:38,203001,485447,FN2302,9143
9047,257998,163357,9393,17104,f,2023-10-20 19:28:27,2023-10-23 19:08:25,458664,670706,CT3104,68144
9048,244177,190976,2304,13164,f,2023-08-03 17:25:30,2023-08-06 13:15:07,125075,147105,CT3101,37733
9049,197648,114343,59812,488,f,2023-02-19 04:37:26,2023-02-21 11:31:34,733101,455223,DY1103,23005
9050,264682,152333,41534,4166,t,2023-06-09 22:12:04,2023-06-12 23:43:26,571610,605201,GR4103,66649
9051,306405,221867,67365,8072,t,2023-08-11 09:29:02,2023-08-14 22:35:47,532122,781126,DY1204,9101
9052,310544,252416,43700,4447,t,2023-12-28 02:07:55,2023-12-31 16:23:39,515711,847228,FN2302,9981
9053,312636,179722,67218,3365,f,2023-02-08 19:56:22,2023-02-12 10:46:58,503223,193222,DY1102,62331
9054,122479,87172,20938,7147,t,2023-09-15 07:55:17,2023-09-16 17:56:36,241304,586201,FN2302,7222
9055,249362,123261,53211,7192,f,2023-07-02 09:57:12,2023-07-05 07:13:14,762103,516504,DY1101,65698
9056,224427,151628,44692,16848,f,2023-12-11 19:06:45,2023-12-14 09:27:12,755003,341024,DY1102,11259
9057,265882,141246,67388,7576,t,2023-04-17 03:03:30,2023-04-20 04:54:52,492004,845450,DY1304,49672
9058,345014,246033,16650,6857,t,2023-06-17 12:59:23,2023-06-21 12:49:37,423701,743425,DY1302,75474
9059,214221,89748,57553,12830,t,2023-05-26 02:47:19,2023-05-28 14:17:40,758086,431513,GR4103,54090
9060,348490,247679,66394,17013,f,2023-10-24 16:28:49,2023-10-28 17:16:59,143416,534315,DY1304,17404
9061,254635,178652,47437,431,f,2023-12-15 01:02:32,2023-12-17 23:46:27,283142,271831,FN2102,28115
9062,341978,165311,75797,15063,f,2023-02-23 02:37:34,2023-02-27 01:37:12,416120,515445,FN2201,85807
9063,351708,189666,84529,11750,f,2023-03-07 18:47:22,2023-03-11 20:29:10,680301,628801,DY1203,65763
9064,235051,127906,74418,11712,f,2023-10-27 13:43:38,2023-10-30 07:01:09,571201,815351,DY1203,21015
9065,261558,193469,51092,2121,f,2023-05-06 05:46:40,2023-05-09 06:25:58,797110,494553,DY1102,14876
9066,244219,108158,72455,11248,f,2023-02-12 15:26:21,2023-02-15 11:16:40,626112,412303,FN2101,52358
9067,302635,175043,46661,7507,f,2023-12-26 08:48:11,2023-12-29 20:52:06,795132,125106,DY1102,73424
9068,268839,159983,72134,7488,f,2023-07-25 06:50:25,2023-07-28 09:31:04,494442,274705,FN2101,29234
9069,353352,247293,23395,9046,f,2023-07-28 16:58:24,2023-08-01 19:07:36,143410,686513,DY1301,73618
9070,304423,239072,9710,7611,f,2023-01-19 05:48:14,2023-01-22 18:21:57,313022,461668,CT3101,48030
9071,178008,134884,20083,6009,f,2023-11-12 01:42:08,2023-11-14 03:08:56,508208,781321,DY1101,17032
9072,162883,86926,5294,16090,f,2023-05-03 07:54:52,2023-05-05 05:09:35,721648,721646,DY1201,54573
9073,217409,126628,50864,774,f,2023-10-27 12:15:06,2023-10-30 00:38:35,630303,470664,DY1203,39143
9074,167103,149351,2841,5234,t,2023-12-05 15:43:29,2023-12-07 14:08:32,762023,735221,DY1302,9677
9075,282296,156607,46931,13107,t,2023-07-10 05:04:02,2023-07-13 11:28:58,271215,180003,DY1204,65651
9076,169829,107707,12159,14161,t,2023-07-18 04:27:15,2023-07-20 03:37:44,244713,464228,DY1302,35802
9077,322895,240102,5036,463,f,2023-06-14 23:53:26,2023-06-18 17:35:01,583281,484551,CT3102,77294
9078,356642,221443,68563,8353,f,2023-10-09 21:34:27,2023-10-14 00:38:29,392040,796190,GR4101,58283
9079,205186,91063,60381,6668,f,2023-04-08 22:01:59,2023-04-11 07:01:45,421602,246429,DY1201,47074
9080,225484,198359,11458,11242,t,2023-10-20 12:02:49,2023-10-23 02:40:53,491331,522529,DY1304,4425
9081,255703,217110,5455,15511,t,2023-07-29 09:54:27,2023-08-01 08:56:10,756127,690517,DY1304,17627
9082,248892,130751,54161,4926,t,2023-10-19 16:59:25,2023-10-22 14:07:37,563114,488442,DY1204,59054
9083,310576,197686,44433,5272,f,2023-05-25 03:48:44,2023-05-28 18:05:00,413705,425452,FN2101,63185
9084,213445,169909,609,7973,t,2023-06-11 21:27:28,2023-06-14 08:44:53,755061,835226,DY1205,34954
9085,355005,222880,59830,6489,f,2023-04-04 01:24:05,2023-04-08 04:00:50,605102,508204,CT3104,65806
9086,165755,89341,25465,1520,t,2023-11-29 20:40:33,2023-12-01 18:43:08,636902,413705,DY1104,49429
9087,361042,226044,70530,11032,t,2023-05-05 11:00:57,2023-05-09 15:18:19,496551,181102,GR4103,53436
9088,336499,179778,69329,17053,t,2023-08-26 13:58:50,2023-08-30 11:27:09,276128,209651,DY1204,70339
9089,233554,158191,19835,8978,f,2023-09-18 03:08:36,2023-09-20 20:01:10,416010,571250,CT3103,46550
9090,246157,119545,48284,814,t,2023-01-23 11:31:48,2023-01-26 07:54:25,273163,136117,DY1205,77514
9091,296951,153523,55908,8230,f,2023-08-28 06:15:27,2023-08-31 16:44:38,495442,388365,CT3102,79290
9092,380139,253818,35804,7200,f,2023-03-26 07:04:52,2023-03-30 16:40:31,480991,342307,DY1304,83317
9093,375689,215986,85503,9592,f,2023-12-23 20:59:53,2023-12-28 05:21:22,364295,110017,DY1301,64608
9094,354594,203321,65227,12774,f,2023-01-09 12:19:02,2023-01-13 14:48:56,442504,184203,CT3102,73272
9095,228870,175616,7600,407,f,2023-01-26 20:14:40,2023-01-29 11:49:10,285205,394375,DY1101,45247
9096,278851,174940,51219,4436,t,2023-03-29 11:56:40,2023-04-01 17:24:11,344701,393040,DY1204,48256
9097,307569,182994,59209,17824,t,2023-02-10 21:11:50,2023-02-14 10:37:59,841208,504205,GR4103,47542
9098,370729,219475,83516,6814,f,2023-11-18 21:30:02,2023-11-23 04:28:51,572222,713304,DY1303,60924
9099,272088,248005,13853,4136,f,2023-11-17 11:42:58,2023-11-20 15:17:46,581109,643211,DY1103,6094
9100,224192,121777,35691,12379,f,2023-03-29 04:44:41,2023-03-31 19:01:13,495690,754021,FN2201,54345
9101,332763,189161,73022,7817,t,2023-01-06 09:52:34,2023-01-10 06:18:37,311408,508280,DY1301,62763
9102,259135,170290,13308,10371,f,2023-06-25 19:47:19,2023-06-28 19:46:14,229216,638151,CT3104,65166
9103,291674,185128,71485,15710,f,2023-05-06 16:27:42,2023-05-10 01:28:56,313702,734003,DY1103,19351
9104,396087,237285,85249,17018,f,2023-03-28 00:35:53,2023-04-01 14:37:20,521120,760006,DY1304,56535
9105,283079,147128,65545,15765,f,2023-07-10 07:41:23,2023-07-13 14:19:22,303706,126102,DY1202,54641
9106,305148,234249,5672,15090,t,2023-12-18 14:55:46,2023-12-22 03:41:34,689501,124401,DY1303,50137
9107,348138,246902,62881,14381,t,2023-07-11 08:35:47,2023-07-15 09:18:05,481990,413308,DY1302,23974
9108,342352,234629,55996,1709,f,2023-06-06 13:16:11,2023-06-10 12:22:03,571434,485881,DY1103,50018
9109,290223,214908,58739,11404,t,2023-06-12 01:51:19,2023-06-15 10:28:22,424304,491993,DY1303,5172
9110,355962,202612,76962,13129,f,2023-02-16 22:25:38,2023-02-21 01:18:20,614714,754106,GR4101,63259
9111,246161,194560,2509,3463,f,2023-02-08 19:11:33,2023-02-11 15:34:14,342037,456770,DY1103,45629
9112,230996,99374,75503,5776,f,2023-01-01 17:49:58,2023-01-04 09:59:54,425405,464886,DY1201,50343
9113,361477,249372,27599,14764,f,2023-07-22 06:30:38,2023-07-26 10:55:15,762100,272207,DY1303,69742
9114,280759,217603,30509,6595,t,2023-01-25 18:24:36,2023-01-29 00:23:55,785107,360055,FN2302,26052
9115,386531,217179,78100,11692,t,2023-08-17 18:09:28,2023-08-22 05:31:39,122502,584123,DY1104,79560
9116,260195,165968,47442,13331,f,2023-06-04 10:17:17,2023-06-07 10:33:52,639116,683519,GR4101,33454
9117,225468,112512,38519,11779,t,2023-06-02 08:28:47,2023-06-04 23:06:35,628552,523320,FN2302,62658
9118,345487,240722,73722,5501,f,2023-05-12 14:57:40,2023-05-16 14:55:47,795103,743371,FN2101,25542
9119,221638,168277,9586,2699,t,2023-10-22 20:39:58,2023-10-25 10:13:56,799211,422004,DY1303,41076
9120,305592,208852,12750,6002,f,2023-01-01 09:54:01,2023-01-04 22:47:13,226005,361210,DY1102,77988
9121,370779,219050,69056,8360,f,2023-11-30 14:33:47,2023-12-04 21:33:26,847101,782490,DY1301,74313
9122,317607,219421,51163,1692,f,2023-05-27 11:44:41,2023-05-31 03:58:08,641302,784178,FN2102,45331
9123,242774,185640,25848,16859,f,2023-11-11 19:33:26,2023-11-14 14:59:40,283203,638505,DY1203,14427
9124,314499,220347,44759,14843,t,2023-11-13 10:34:29,2023-11-17 01:56:08,301703,141107,DY1302,34550
9125,178201,93185,40973,15074,f,2023-09-24 17:35:24,2023-09-26 19:05:25,246725,636704,GR4101,28969
9126,219057,115711,54029,2842,t,2023-11-14 07:57:49,2023-11-16 20:48:46,761108,221713,FN2103,46475
9127,249471,128389,79478,4759,f,2023-11-04 03:06:44,2023-11-07 00:24:35,824124,441909,DY1102,36845
9128,311671,197002,82403,3674,t,2023-08-14 08:00:06,2023-08-17 22:34:37,636303,477335,DY1205,28592
9129,279631,218186,25225,6315,t,2023-04-20 03:48:48,2023-04-23 09:29:19,221715,423104,DY1303,29905
9130,296556,179845,47807,4317,f,2023-03-06 18:59:56,2023-03-10 05:22:32,416219,610207,DY1203,64587
9131,236052,180940,27079,5763,f,2023-03-10 12:07:45,2023-03-13 05:41:57,396191,210121,DY1101,22270
9132,298918,136092,81743,14652,t,2023-11-03 04:59:54,2023-11-06 16:01:52,342311,841207,DY1304,66431
9133,168987,94699,63800,6439,t,2023-04-02 11:02:40,2023-04-04 09:59:07,206242,494334,DY1302,4049
9134,250739,166743,47858,15356,f,2023-09-02 18:56:20,2023-09-05 16:35:19,671321,461228,CT3104,20782
9135,218213,100066,64118,2822,t,2023-09-10 05:22:50,2023-09-12 17:59:43,410201,144106,GR4102,51207
9136,202921,118968,48958,9118,f,2023-08-31 05:26:44,2023-09-02 13:48:45,792130,522614,CT3104,25877
9137,164135,111315,28596,17399,f,2023-09-15 20:28:29,2023-09-17 18:04:04,423401,605013,CT3104,6825
9138,248606,149101,27078,16799,t,2023-04-09 18:12:49,2023-04-12 15:16:15,190010,314038,DY1304,55628
9139,237398,140699,2327,17933,f,2023-10-25 10:39:38,2023-10-28 04:36:16,223224,314029,FN2301,76439
9140,266546,128418,74133,10989,t,2023-06-02 14:07:36,2023-06-05 16:10:02,383355,341001,DY1304,53006
9141,233063,166418,17595,13002,f,2023-01-10 22:28:38,2023-01-13 15:13:01,414201,524346,GR4101,36048
9142,226419,92498,72056,10908,t,2023-02-04 15:31:01,2023-02-07 06:24:40,585331,415112,DY1304,50957
9143,201697,149657,9291,9197,t,2023-05-19 18:22:26,2023-05-22 02:24:03,444701,494223,DY1205,33552
9144,193014,96438,35479,13274,t,2023-03-31 13:37:42,2023-04-02 19:14:36,613403,431202,FN2103,47823
9145,232607,108588,37654,3302,t,2023-07-10 23:47:24,2023-07-13 16:24:11,416214,802161,GR4102,83063
9146,311410,178684,38478,9762,f,2023-10-16 22:04:54,2023-10-20 12:35:04,804428,571124,CT3104,84486
9147,183712,122935,27385,6188,f,2023-06-12 00:42:42,2023-06-14 03:44:34,623401,586116,DY1101,27204
9148,282394,183652,41321,4423,t,2023-11-26 23:41:21,2023-11-30 06:07:55,678594,795133,DY1205,52998
9149,360828,224313,85895,15601,f,2023-08-03 00:00:13,2023-08-07 04:14:01,628218,635304,DY1303,35019
9150,167351,89106,8006,3035,f,2023-04-11 05:02:04,2023-04-13 03:31:15,431154,518343,DY1203,67204
9151,350475,209531,75352,823,f,2023-12-30 23:29:43,2024-01-04 00:50:58,741164,475686,DY1205,64769
9152,247536,128795,58978,1324,t,2023-04-17 23:02:47,2023-04-20 19:48:23,521151,231306,DY1104,58439
9153,273481,155112,42341,977,t,2023-04-05 10:06:33,2023-04-08 14:04:34,226104,370605,DY1204,75051
9154,358580,213492,70188,16266,f,2023-03-10 16:34:39,2023-03-14 20:10:59,400603,802352,GR4101,58634
9155,324330,209608,32685,12525,f,2023-06-02 07:13:07,2023-06-06 01:18:37,415305,122502,CT3101,69512
9156,141749,86710,43452,7807,f,2023-06-01 18:04:50,2023-06-03 09:27:19,743411,440022,DY1203,3780
9157,202536,124659,4342,13676,f,2023-07-28 11:37:08,2023-07-30 19:52:44,624304,321024,DY1101,59859
9158,303944,184377,36249,3515,f,2023-06-29 15:51:24,2023-07-03 04:17:08,670582,531173,DY1102,79803
9159,247126,163436,15309,7571,t,2023-08-24 17:18:49,2023-08-27 13:57:35,263653,741103,FN2302,60810
9160,391924,218507,86369,14831,t,2023-04-08 15:56:19,2023-04-13 04:48:23,685607,413802,GR4102,72217
9161,214091,150674,25256,16224,f,2023-12-19 03:42:14,2023-12-21 15:10:25,271865,721125,DY1203,21937
9162,302718,247240,16613,8051,t,2023-02-06 05:32:44,2023-02-09 17:38:02,743427,389170,DY1301,30814
9163,267458,117783,81372,1213,t,2023-11-21 00:51:55,2023-11-24 03:09:33,852221,271001,GR4102,67090
9164,314981,223480,34510,6339,f,2023-04-09 02:17:32,2023-04-12 17:47:13,816129,781032,DY1202,50652
9165,302892,207756,68449,2712,t,2023-01-07 17:39:10,2023-01-11 05:47:22,635852,233227,DY1104,23975
9166,288040,213066,59697,8840,t,2023-06-11 03:38:54,2023-06-14 11:39:34,193224,192232,GR4102,6437
9167,169027,140724,9899,236,f,2023-09-26 19:46:55,2023-09-28 18:44:02,631702,721654,CT3103,18168
9168,302446,230248,26817,6221,f,2023-03-20 15:06:12,2023-03-24 03:06:58,303305,493663,FN2201,39160
9169,196656,130940,16465,2883,t,2023-02-09 12:14:31,2023-02-11 18:52:07,244236,147203,GR4102,46368
9170,180739,134220,17840,15848,t,2023-04-05 17:24:34,2023-04-07 19:36:53,679521,533295,GR4102,12831
9171,281867,179359,77790,9847,f,2023-10-23 23:43:04,2023-10-27 06:00:51,273015,518452,FN2201,14871
9172,382128,254776,56068,8551,t,2023-05-17 05:35:00,2023-05-21 15:43:48,416110,224147,GR4103,62733
9173,277851,175694,69035,6453,t,2023-03-02 13:22:15,2023-03-05 18:33:06,573135,243601,FN2103,26669
9174,311167,248156,36863,7323,t,2023-06-24 16:18:46,2023-06-28 06:44:53,722135,202165,DY1302,18825
9175,243836,106849,64874,6698,t,2023-07-22 02:42:43,2023-07-24 22:26:39,524402,473115,DY1301,65415
9176,245442,114231,79243,3862,f,2023-10-09 07:20:48,2023-10-12 03:31:30,754224,832302,DY1202,48106
9177,225629,190564,17916,13065,f,2023-09-28 05:20:33,2023-09-30 20:01:02,801306,383270,DY1201,4084
9178,216092,104697,55893,15047,t,2023-12-05 07:13:28,2023-12-07 19:15:00,742140,144508,GR4103,40455
9179,338430,209439,63576,16883,f,2023-09-10 04:46:34,2023-09-14 02:47:04,752017,206125,CT3103,48532
9180,356028,249933,18485,2031,f,2023-08-31 05:01:21,2023-09-04 07:55:09,388220,394375,DY1202,85579
9181,301865,136516,69596,11315,f,2023-07-11 01:48:24,2023-07-14 13:39:29,457339,325207,CT3104,84438
9182,290253,229908,39038,2803,t,2023-04-26 15:14:34,2023-04-29 23:52:07,605007,244104,DY1301,18504
9183,236359,191153,27449,9995,f,2023-02-12 11:16:00,2023-02-15 04:55:19,206003,583103,CT3103,7762
9184,198450,98662,2918,13677,t,2023-01-21 02:55:00,2023-01-23 10:02:30,782462,801503,DY1204,83193
9185,285044,201644,17514,9608,f,2023-06-01 01:09:40,2023-06-04 08:20:24,140602,361305,DY1103,56278
9186,282535,123498,69765,15736,f,2023-01-08 05:59:18,2023-01-11 12:28:13,143301,761031,DY1201,73536
9187,182469,147431,2710,5664,f,2023-12-08 12:22:13,2023-12-10 15:03:22,431807,673614,CT3101,26664
9188,336056,221588,46819,6477,t,2023-05-25 23:25:31,2023-05-29 20:46:27,175036,571313,DY1301,61172
9189,211160,134687,64603,7842,t,2023-08-26 19:34:04,2023-08-29 06:13:24,414106,686509,GR4103,4028
9190,208546,109732,49389,11742,t,2023-01-24 05:42:37,2023-01-26 15:38:23,301414,723131,GR4103,37683
9191,325216,229651,73747,14826,t,2023-08-13 03:39:26,2023-08-16 21:59:42,561101,637102,GR4103,6992
9192,244376,150101,19971,1465,t,2023-01-19 16:23:53,2023-01-22 12:16:49,261203,534222,DY1204,72839
9193,275685,184121,686,13728,f,2023-03-31 11:28:58,2023-04-03 16:03:43,273211,762020,FN2102,77150
9194,242277,117220,54664,15214,t,2023-05-12 05:32:39,2023-05-15 00:50:36,533445,143105,GR4102,55179
9195,193697,120392,32183,8322,f,2023-06-26 19:23:45,2023-06-29 01:12:02,127041,643201,DY1102,32800
9196,284756,221522,11618,3713,t,2023-04-28 16:31:24,2023-05-01 23:37:20,176209,247231,DY1302,47903
9197,265421,154853,82764,13795,t,2023-11-09 07:28:15,2023-11-12 09:11:56,507140,229401,FN2103,14009
9198,241578,122258,28878,16155,f,2023-06-07 14:41:22,2023-06-10 09:47:40,441209,415712,DY1201,74287
9199,345918,198392,68834,486,f,2023-06-06 09:58:21,2023-06-10 10:03:39,503125,757042,DY1203,78206
9200,250263,124941,38880,13042,t,2023-11-04 06:42:45,2023-11-07 04:13:48,470775,305925,DY1301,73400
9201,302851,192869,17441,12254,t,2023-09-22 02:36:01,2023-09-25 14:43:32,799008,431708,GR4103,80287
9202,299571,160999,78096,17987,t,2023-05-24 00:50:43,2023-05-27 12:03:34,360060,344026,DY1302,42489
9203,197451,141326,17117,13139,f,2023-10-26 12:40:59,2023-10-28 19:31:50,221003,488446,FN2301,25869
9204,128425,91037,19032,10500,f,2023-09-13 03:23:18,2023-09-14 15:03:43,501102,621805,CT3101,7856
9205,318798,185851,42645,11243,f,2023-03-01 06:58:36,2023-03-04 23:31:54,761007,631102,DY1103,79059
9206,240545,108295,37066,9900,f,2023-03-15 01:51:24,2023-03-17 20:40:29,444904,635302,DY1101,85284
9207,309888,158757,64807,8076,f,2023-07-04 12:19:49,2023-07-08 02:24:37,144004,193302,DY1201,78248
9208,275498,152580,52855,9933,f,2023-06-02 01:40:45,2023-06-05 06:12:23,742302,222144,CT3103,60130
9209,316443,205067,30739,9812,f,2023-12-12 10:47:25,2023-12-16 02:41:28,281202,145023,CT3104,70825
9210,246709,132448,84383,17324,f,2023-08-23 22:32:30,2023-08-26 19:04:19,209734,441802,DY1103,12554
9211,363927,233399,49147,6030,f,2023-09-19 07:14:25,2023-09-23 12:19:52,572224,206001,FN2301,75351
9212,356676,231757,32948,8438,f,2023-09-24 09:13:03,2023-09-28 12:17:39,276305,612804,DY1103,83533
9213,274499,232595,8410,5975,t,2023-05-16 10:05:08,2023-05-19 14:20:07,341031,415206,FN2302,27519
9214,333176,257832,53382,3782,t,2023-07-26 18:19:00,2023-07-30 14:51:56,391440,276122,GR4103,18180
9215,365870,209013,82469,3074,f,2023-07-16 21:43:03,2023-07-21 03:20:53,327023,384255,DY1304,71314
9216,330049,216025,56534,16644,t,2023-04-02 01:24:06,2023-04-05 21:04:55,736157,791001,DY1204,40846
9217,204449,123627,62724,10440,t,2023-04-01 01:29:41,2023-04-03 10:17:10,413109,332719,DY1204,7658
9218,373609,226340,63585,1654,t,2023-05-10 21:09:13,2023-05-15 04:56:02,494114,504295,DY1302,82030
9219,331100,218097,84170,7289,f,2023-07-10 10:33:55,2023-07-14 06:32:15,731126,834003,CT3102,21544
9220,306477,227041,8130,13973,t,2023-11-19 15:34:18,2023-11-23 04:42:15,843330,391110,DY1304,57333
9221,198249,123371,52177,4047,t,2023-07-14 10:23:04,2023-07-16 17:27:13,271401,490024,DY1204,18654
9222,252205,202683,4229,10321,f,2023-07-27 01:01:38,2023-07-29 23:05:03,495668,232326,DY1102,34972
9223,264011,225877,11152,13438,f,2023-02-14 20:11:48,2023-02-17 21:31:59,123023,175013,FN2201,13544
9224,357845,245762,81786,15177,f,2023-09-08 15:18:15,2023-09-12 18:42:20,743376,496001,DY1202,15120
9225,295817,258817,19072,5683,t,2023-08-07 03:20:46,2023-08-10 13:31:03,411048,501143,DY1104,12245
9226,312406,206005,22092,5787,f,2023-12-02 20:35:36,2023-12-06 11:22:22,670563,506165,CT3101,78522
9227,320038,239948,38743,15715,f,2023-08-01 23:54:26,2023-08-05 16:48:24,509302,248196,CT3101,25632
9228,387923,254246,74685,11872,t,2023-02-02 06:23:43,2023-02-06 18:09:06,754005,472447,DY1302,47120
9229,228726,121600,21587,3061,f,2023-04-15 11:33:02,2023-04-18 03:05:08,502109,811303,DY1202,82478
9230,299422,157324,69167,2473,t,2023-04-03 08:07:00,2023-04-06 19:17:22,344011,413213,FN2302,70458
9231,281047,196591,58946,604,t,2023-11-27 17:15:43,2023-11-30 23:19:50,842001,577522,DY1303,24906
9232,204699,154769,17306,13547,f,2023-06-12 02:22:38,2023-06-14 11:14:17,203397,495442,DY1201,19077
9233,337291,214733,62999,10886,f,2023-06-19 11:57:31,2023-06-23 09:39:02,222132,501509,CT3101,48673
9234,141289,86622,23891,4692,t,2023-05-29 03:31:59,2023-05-30 18:46:48,791122,636403,DY1301,26084
9235,282878,257198,2134,12543,t,2023-02-16 12:03:16,2023-02-19 18:37:54,271831,332026,DY1304,11003
9236,227502,131235,24330,12029,f,2023-06-09 07:35:01,2023-06-11 22:46:43,241402,518196,CT3104,59908
9237,365425,189472,84847,5588,f,2023-07-06 15:08:00,2023-07-10 20:38:25,271855,689676,GR4101,85518
9238,165058,96960,12656,9700,f,2023-02-10 01:54:38,2023-02-11 23:45:36,391445,391160,DY1202,45742
9239,302268,155617,55592,7738,f,2023-08-20 10:12:51,2023-08-23 22:10:39,333308,625503,DY1101,83321
9240,263848,109413,76902,17930,t,2023-04-07 23:37:56,2023-04-11 00:55:24,312901,486001,FN2302,59603
9241,276471,171384,47847,4037,f,2023-07-20 00:51:25,2023-07-23 05:39:16,151106,531149,FN2201,53203
9242,230651,132544,29789,9416,t,2023-12-08 08:36:10,2023-12-11 00:40:21,735224,854112,FN2103,58902
9243,262681,130115,51623,5985,t,2023-03-09 00:35:04,2023-03-12 01:33:05,276403,261141,FN2103,74958
9244,159716,104557,45726,1742,t,2023-08-03 22:01:09,2023-08-05 18:23:05,742166,323803,DY1102,7691
9245,388318,241125,68786,15761,f,2023-11-22 22:48:46,2023-11-27 10:40:44,735227,175132,FN2301,62646
